TOTAL_REGISTOS,ESCOLA,INEP,ANO,VALOR_DESTINADO
1,CIEP 030 MARINHEIRO JOAO CANDIDO,33093024,2019,"R$    12.000,00"
1,MARIA ANGELA BATISTA DIAS PROFA,35043230,2018,"R$    15.000,00"
1,EE ANTONIO BATISTA DA MOTA,31147451,2018,"R$    18.000,00"
1,EEEF HENRIQUE DIAS,25094530,2019,"R$    12.000,00"
1,CAIC NACOES UNIDAS,33100659,2019,"R$    15.000,00"
1,COLEGIO TIRADENTES PMMG,31281204,2019,"R$    15.000,00"
1,LUCY REQUIAO DE M E SILVA E E EI EF M E,41428846,2019,"R$     9.960,00"
1,UE CHAPADA DAS MULATAS,21236496,2018,"R$     9.960,00"
1,CIEP 498 IRMA DULCE,33044880,2019,"R$    15.000,00"
1,EE ANTONIO BELARMINO GOMES,31033421,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL MONSENHOR RIBEIRO VIEIRA,27014932,2019,"R$    12.000,00"
1,EEEFM ADRIANO FEITOSA,25037226,2019,"R$    15.000,00"
1,EE MIGUEL BARBOSA,51031981,2019,"R$    15.000,00"
1,EE PROFESSORA MARIA ROBERTO DE LIMA,31055662,2019,"R$    12.000,00"
1,FRANCISCO FERREIRA LOPES,35006713,2019,"R$    18.000,00"
1,EM PROFESSOR JURANDIR AUGUSTO DE SANTANA,31358339,2019,"R$     9.960,00"
1,ESC EST ENS MED REINALDO VACCARI,43075592,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CAPITAO EDUARDO,31357626,2019,"R$     9.960,00"
1,EE NOSSA SENHORA APARECIDA,31000957,2019,"R$    12.000,00"
1,LUIZ F DE FREITAS E M DR EI EF,41140222,2019,"R$     9.960,00"
1,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOM PEDRO I,27039587,2018,"R$    12.000,00"
1,EE PADRE MARIO FORESTAN,31167495,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL DOM ELISEU,26100150,2019,"R$    15.000,00"
1,CE IGNACIO AZEVEDO DO AMARAL,33065284,2019,"R$    15.000,00"
1,PEDRO GRZELCZAKI C E PE EF M,41063201,2019,"R$    15.000,00"
1,ESC EST ENS FUN VILA PROGRESSO,43114830,2019,"R$     9.960,00"
1,EE PADRE JOAO BATISTA DE OLIVEIRA,31322547,2019,"R$     9.960,00"
1,GIL VICENTE,35904879,2018,"R$    18.000,00"
1,EE MARLENE MARTINS REIS,31319112,2019,"R$    12.000,00"
1,ESC EST ENS FUN ERMINDO VIER,43126430,2019,"R$     9.960,00"
1,EE BETANIA TOLENTINO SILVEIRA,31212261,2019,"R$    15.000,00"
1,ESC EST ENS MED NOVE DE MAIO,43075630,2019,"R$    15.000,00"
1,ESC EST ENS FUN ADONIS DOS SANTOS,43167438,2019,"R$    15.000,00"
1,ECIT ITAPORANGA,25130269,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL SOLANGE HORTELIO FRANCO - TEMPO INTEGRAL,29191149,2019,"R$    12.000,00"
1,EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DA REGIAO METROPOLITANA,29447348,2019,"R$    18.000,00"
1,OSCAR RODRIGUES ALVES DR,35020539,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL DOUTOR JUCA SENTO SE - TEMPO INTEGRAL,29031761,2019,"R$    15.000,00"
1,JOSEPHA DOGO DAMO,35920319,2019,"R$    12.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR BRASILIANO DONINO DA COSTA LIMA,26047837,2019,"R$    12.000,00"
1,CRISPIM GY MU C E I CACIQUE EI EF M,41053958,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL JORNALISTA RAUL LIMA,27039013,2019,"R$    12.000,00"
1,E M E I F DE GUAJARA DE CARAPAJO,15070816,2019,"R$     9.960,00"
1,EE ALMIRANTE BARROSO,31068381,2019,"R$    18.000,00"
1,ESC EST ENS FUN ANTONIO DE CONTO,43054439,2019,"R$     9.960,00"
1,ABRANCHE JOSE PROF,35907224,2019,"R$    15.000,00"
1,CE BRIGADEIRO SCHORCHT,33077100,2018,"R$    18.000,00"
1,COLEGIO ESTADUAL JOAQUIM RICARDO TEIXEIRA,52031764,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL CONEGO FIRMINO SOARES,29209439,2019,"R$    12.000,00"
1,UD DE BOM RETIRO,42129923,2019,"R$     9.960,00"
1,PROFESSORA ORNELLA RITA FERRARI SACILOTTO,35578587,2019,"R$    12.000,00"
1,NOEMIA KUESTER PISANI GERULIS PROFESSORA,35900230,2019,"R$     9.960,00"
1,EE PREFEITO MAURICIO DE AZEVEDO,31080616,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL JOSEFA CAVALCANTE SURUAGY,27041603,2019,"R$    15.000,00"
1,CARLOS CATTONY,35044436,2019,"R$    15.000,00"
1,JUVENAL GIRALDELLI,35027285,2019,"R$    12.000,00"
1,LUDOVINA CREDIDIO PEIXOTO,35003736,2019,"R$    12.000,00"
1,EE PROFESSORA ZENI VIEIRA,51065509,2019,"R$    15.000,00"
1,EE MARIA DA PIEDADE FONSECA,31011037,2019,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL ANTONIO ALVES DOS SANTOS - DISTRITO NOVA LIDICE,29324750,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL DO CAMPO LUCIA ROCHA MACEDO- ASSENTAMENTO CANGUSSU,29449332,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL THOME FERREIRA SANTIAGO,13020269,2019,"R$    18.000,00"
1,ESCOLA MUNICIPAL MONTEIRO LOBATO,31002909,2018,"R$    12.000,00"
1,EEEFM GOVERNADOR CLOVIS BEZERRA CAVALCANTI,25060058,2019,"R$    12.000,00"
1,ELIZETE DE OLIVEIRA BERTINI,35010078,2019,"R$    15.000,00"
1,E E IND ENS FUN ALMERINDA DE MELLO,43200249,2019,"R$     9.960,00"
1,EE JOAO OSORIO DE QUEIROZ,31079499,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL ODORICO TAVARES,29182220,2019,"R$    15.000,00"
1,MATILDE BAER E E PROFA EF,41060458,2019,"R$    12.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MANOEL DE PAIVA NETTO,26035049,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL SENADOR JOAO BOSCO RAMOS DE LIMA,13030914,2019,"R$    18.000,00"
1,NOSSA SRA DA CONSOLACAO EMEF,23006951,2019,"R$    12.000,00"
1,ESC EST ENS FUN PIO XII,43024904,2019,"R$     9.960,00"
1,RAFAEL PAES DE BARROS DOUTOR,35033510,2019,"R$    12.000,00"
1,CESEC DE RIBEIRAO DAS NEVES,31010014,2019,"R$    18.000,00"
1,ETTORE ZUNTINI CENTRO ATENDIMENTO EDUCACIONAL ESPECIALIZADO,35447336,2018,"R$     9.960,00"
1,GERALDO PREHL C M E I PROF,41013484,2019,"R$     9.960,00"
1,CINELZIA LORENCI MARONI PROFESSORA,35030508,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL PEDRO RAYMUNDO MOREIRA REGO,29024722,2019,"R$    15.000,00"
1,ESC EST ENS FUN JAIR HENRIQUE FOSCARINI,43184863,2019,"R$    12.000,00"
1,U E GERVASIO COSTA,22001530,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL SAO RAFAEL,31003395,2018,"R$    12.000,00"
1,EE 13 DE MAIO,51019752,2019,"R$    12.000,00"
1,RIO BRANCO C E BAR DO EF M,41000927,2019,"R$    12.000,00"
1,EEM HERMINIO BARROSO,23040181,2019,"R$    15.000,00"
1,PROFESSORA STELLA DA MATTA AMBROSIO,35497253,2019,"R$    12.000,00"
1,EMICO MATSUMOTO GEOGRAFA,35446920,2019,"R$    12.000,00"
1,EE JOSE NATALINO BOAVENTURA LEITE,31081931,2019,"R$    12.000,00"
1,ESC EST ACAD MAURO ABRANTES ENSINO FUNDAMENTAL,24020648,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL CRISTO REI,29036160,2019,"R$    12.000,00"
1,EE PROFESSOR GUILHERME HALLAIS FRANCA,31011061,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL NOSSA SENHORA DAS GRACAS,29177081,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL LOMANTO JUNIOR,29024536,2019,"R$    18.000,00"
1,ELOI LOPES FERRAZ DOUTOR,35028125,2019,"R$     9.960,00"
1,COLEGIO MUNICIPAL DOIS DE JULHO,29039380,2018,"R$    12.000,00"
1,ECI IMACULADA CONCEICAO,25091638,2019,"R$    15.000,00"
1,EE OLINTO ALMADA,31180751,2019,"R$     9.960,00"
1,BENEDITO FERREIRA LOPES ESCOLA MUNICIPAL,35575768,2018,"R$    15.000,00"
1,EEEF CONEGO ANTONIO GALDINO,25078577,2019,"R$    15.000,00"
1,ANTONIO RODRIGUES DE ALMEIDA,35041956,2019,"R$    15.000,00"
1,EE DJALMA MARQUES,31317489,2019,"R$    12.000,00"
1,EE PROFESSOR AUGUSTO LUCAS,31009008,2019,"R$    12.000,00"
1,NASIB CURY,35917990,2019,"R$     9.960,00"
1,ESC EST ENS MED DR LUIZ BASTOS DO PRADO,43069010,2019,"R$    15.000,00"
1,CLOTILDE AYELLO ROCHA PROFA,35012634,2019,"R$    12.000,00"
1,EE JOAO NUNES FERREIRA,31173029,2018,"R$    15.000,00"
1,EEM SENADOR LUIZ HENRIQUE DA SILVEIRA,42152712,2019,"R$    12.000,00"
1,EE BENEDITO DORTA DE SOUZA,31055760,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL MANOEL DA COSTA,26133325,2018,"R$     9.960,00"
1,EEMTI GABRIEL BEZERRA DE MORAIS,23157011,2019,"R$    12.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO MANOEL BACELAR,26060124,2019,"R$    15.000,00"
1,CLOVIS DE ARRUDA CAMPOS DR,35029749,2019,"R$    15.000,00"
1,CE PAULO ASSIS RIBEIRO,33055750,2019,"R$    15.000,00"
1,E M E F NOVO PROGRESSO,15546616,2018,"R$     9.960,00"
1,PEDRO V P DE SOUZA C E EF M,41001427,2019,"R$     9.960,00"
1,EE MARECHAL HUMBERTO DE ALENCAR CASTELLO BRANCO,31193763,2019,"R$    12.000,00"
1,MARIO FIORANTE PROFESSOR,35916080,2019,"R$    12.000,00"
1,ESC LINDAURA MARTINS LEITAO,12029491,2018,"R$    15.000,00"
1,JOSE CAMILO DE ANDRADE,35921518,2019,"R$    12.000,00"
1,EEEFM ANTONIO CARNEIRO RIBEIRO,32046901,2018,"R$    18.000,00"
1,COLEGIO MUNICIPAL SONIA MARIA SILVA,29464935,2019,"R$    15.000,00"
1,EC 15 DE TAGUATINGA,53004094,2018,"R$    12.000,00"
1,CIEP 412 DOUTOR ZERBINI,33096988,2019,"R$    15.000,00"
1,ESC EST ENS FUN LIONS CLUB POA FARRAPOS,43108245,2019,"R$    12.000,00"
1,E C I E E F M SEVERINO FELIX DE BRITO,25086049,2019,"R$    15.000,00"
1,ESC INDIGENA JAMINAWA ARARA,12040223,2019,"R$     9.960,00"
1,EEEFM VISCONDE DE SOUZA FRANCO,15038700,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL LUIZ VIANA FILHO,29061334,2019,"R$    12.000,00"
1,EDMEA ATTAB PROFESSORA,35004881,2019,"R$    15.000,00"
1,ESC EST ENS FUN PROF AFFONSO PEDRO RABUSKE,43121462,2018,"R$    12.000,00"
1,ESCOLA ESTADUAL MIRIAM SAKYAMA,13040880,2019,"R$    12.000,00"
1,MARIO PEDRO VERCELLINO ALFERES,35016697,2018,"R$    18.000,00"
1,CE BERNARDINO DA COSTA LOPES,33044708,2019,"R$    12.000,00"
1,CE TEMISTOCLES DE ALMEIDA,33007900,2019,"R$     9.960,00"
1,ESCOLA MUNICIPAL DOUTOR NILTON BELLAS VIEIRA,29095506,2019,"R$    12.000,00"
1,EE PRESIDENTE ROOSEVELT,31173789,2019,"R$     9.960,00"
1,ESC EST MARIA DE NAZARE DE P LIMA,16000935,2019,"R$     9.960,00"
1,EDGARD DE SOUZA DR,35012580,2019,"R$     9.960,00"
1,EE MARIANO GOMES,31129534,2019,"R$    12.000,00"
1,CE IRMA TEREZINHA DE BARROS,33170240,2019,"R$     9.960,00"
1,UNIDADE DE EDUCACAO INFANTIL MARIA DA CONCEICAO VIDAL,24072710,2018,"R$     9.960,00"
1,PARAPUA DE,35031586,2018,"R$    15.000,00"
1,EE - ESCOLA ESTADUAL DEPUTADO NAOMAR ALCANTARA - TEMPO INTEGRAL,29188784,2019,"R$    12.000,00"
1,VANIR FERRERO MORAES PROFESSORA,35030752,2019,"R$    12.000,00"
1,CEJA PEDRO AMERICO DA SILVA,33159602,2019,"R$    15.000,00"
1,EMEF JOSE ANTONIO DA SILVA,43173926,2019,"R$    12.000,00"
1,EE PROFESSORA ILMA DE LANA E CALDEIRA,31020303,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL DE OUROLANDIA,29075874,2019,"R$    15.000,00"
1,EE DO POVOADO DE BOM JESUS DA BOA VISTA,31218146,2019,"R$    12.000,00"
1,CENTRO DE ENSINO ARDALIAO AMERICO PIRES,21118582,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL PROFESSORA MARIA ANITA,29192080,2019,"R$    18.000,00"
1,ESCOLA ESTADUAL PRESIDENTE FIGUEIREDO,13125001,2019,"R$    12.000,00"
1,MARIA LUCIA AMBROZIO PROFA,35909154,2019,"R$    15.000,00"
1,PROFESSORA ROSANGELA ALBUQUERQUE DE COUTO EEEP,23272104,2019,"R$     9.960,00"
1,MAJOR FELIPE GOMES RIBEIRO EEF,23166371,2018,"R$    15.000,00"
1,EE NEWTON AMARAL,31007960,2019,"R$    15.000,00"
1,ESC EST ENS FUN RODOLFO VON IHERING,43152880,2019,"R$    15.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR ALEXANDRINO DA ROCHA,26083159,2019,"R$    15.000,00"
1,ALMIR PINTO EEM,23051930,2019,"R$    15.000,00"
1,IOLANDA QUEIROZ ESC MUL ENS FUND DONA,23032553,2018,"R$    12.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO SEVERINO FARIAS,26064626,2019,"R$    15.000,00"
1,SOLON BORGES DOS REIS,35924271,2019,"R$    15.000,00"
1,MARIA EUNICE MARTINS FERREIRA PROFESSORA,35030348,2019,"R$    15.000,00"
1,LEONOR RENDESI PROFESSORA,35040964,2018,"R$    18.000,00"
1,ESC EST ENS FUN DAVID CANABARRO,43068600,2019,"R$     9.960,00"
1,MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA,35039147,2019,"R$    15.000,00"
1,COLEGIO MUNICIPAL APRIGIO FERREIRA LEAO,29394554,2019,"R$     9.960,00"
1,CHIQUINHA RODRIGUES,35000231,2018,"R$    15.000,00"
1,CE EMBAIXADOR JOSE BONIFACIO,33041776,2019,"R$    12.000,00"
1,EE PAULO FREIRE,51106400,2019,"R$    12.000,00"
1,ESCOLA VALNEI JOSE PEREIRA,29060419,2018,"R$    12.000,00"
1,MARIA ANTONIETA FERREIRA PAYAR PROFA EMEF,35004243,2018,"R$    18.000,00"
1,IOLANDA RIBEIRO NOVAIS PROFA,35042808,2019,"R$    12.000,00"
1,EMEF MONS JOAO COUTINHO,25096222,2018,"R$    12.000,00"
1,ORMINDA GUIMARAES COTRIM,35022640,2019,"R$    15.000,00"
1,EE JOSE SOARES DE ARAUJO,31137456,2019,"R$    12.000,00"
1,EC BUCANHAO,53005155,2019,"R$     9.960,00"
1,1019062 ESCOLA MUNICIPAL PROFESSORA ZELIA CAROLINA DA SILVA PINHO,33143978,2018,"R$    15.000,00"
1,ESCOLA ESTADUAL INDIGENA KATAM,17052815,2019,"R$     9.960,00"
1,ESC EST ENS FUN FLORENTINO PINTO MENEZES,43141412,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL WALDEMAR DE SOUSA VERAS,24015814,2019,"R$    12.000,00"
1,CEDUP CAETANO COSTA,42032130,2019,"R$    12.000,00"
1,FCO DAS CHAGAS DE AQUINO EEIF,23138483,2018,"R$    12.000,00"
1,EMEF PROFESSOR MOACYR DE ARAUJO PIRES,43024157,2019,"R$    12.000,00"
1,CEJA PAULO FREIRE,23227885,2019,"R$    18.000,00"
1,ESCOLA MUNICIPAL THEOMAR DE CASTRO ESPINDOLA,31312606,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL DR ROMULO GALVAO DE CARVALHO,29230969,2019,"R$    15.000,00"
1,SALUSTIANO LEMOS,35048458,2019,"R$    12.000,00"
1,EE PEDRO PRIMO,31035351,2019,"R$    18.000,00"
1,EE CORONEL JOSE GOMES DE ARAUJO,31103900,2019,"R$     9.960,00"
1,EE - ESCOLA ESTADUAL PROFESSORA MARIINHA TAVARES,29185408,2019,"R$    15.000,00"
1,E M E F PROF DARCY RIBEIRO,15116107,2018,"R$    15.000,00"
1,JOSE NANTALA BADUE PROFESSOR,35907340,2019,"R$    15.000,00"
1,CE NILO PECANHA,33089094,2019,"R$    18.000,00"
1,ELENIR LINKE C E PROF EF M,41154649,2019,"R$    12.000,00"
1,EEM LICEU DO CONJUNTO CEARA,23225416,2019,"R$    18.000,00"
1,EE CARMELO MESQUITA,31202851,2019,"R$    12.000,00"
1,MANOEL MARTINS,35024806,2019,"R$    15.000,00"
1,ESC EST ENS MED BELIZARIO DE OLIVEIRA CARPES,43059104,2019,"R$     9.960,00"
1,EEEFM IZABEL AMAZONAS,15578020,2018,"R$    18.000,00"
1,ESCOLA ESTADUAL SOLON DE LUCENA,13028006,2019,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL DE CACHOEIRA,29162610,2019,"R$    15.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO HERCULANO BANDEIRA,26091267,2018,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL PRISCO VIANA,29001773,2019,"R$    12.000,00"
1,ESC MUL ALVINO FERREIRA PAIVA,29276608,2018,"R$     9.960,00"
1,AYR PICANCO BARBOSA DE ALMEIDA PROFESSORA,35047958,2019,"R$    18.000,00"
1,RUY DE MELLO JUNQUEIRA,35920277,2018,"R$    18.000,00"
1,JARDIM MONTE CARLO,35576499,2019,"R$    15.000,00"
1,ISOLDA SCHMID C E EF M,41129938,2019,"R$    15.000,00"
1,E M E I F JOAO E MARIA,15563820,2018,"R$    15.000,00"
1,COLEGIO MUNICIPAL SAO PEDRO,29272424,2019,"R$    15.000,00"
1,U E DR JOSE PINHEIRO MACHADO,22055380,2019,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL DOUTOR ERALDO TINOCO - DISTRITO DE VERA CRUZ,29428254,2019,"R$    12.000,00"
1,GETULIO VARGAS C E EF M,41129580,2019,"R$    12.000,00"
1,JOAO AUGUSTO DE MELLO PROFESSOR,35023954,2018,"R$    15.000,00"
1,ANTONIO MAGLIANO MONSENHOR ETEC,35033431,2019,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL CARLOS SOUTO,29467403,2019,"R$    12.000,00"
1,EE ROSARINHA PIMENTINHA,31217646,2018,"R$    18.000,00"
1,ESC EST ENS FUN ANDRE CARBONERA,43092179,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL ISIDORO GONCALVES DE SOUZA,13013270,2019,"R$    15.000,00"
1,ESCOLA DE ENSINO FUNDAMENTAL DOMINGOS LOPES DA SILVA,27017184,2019,"R$    15.000,00"
1,EE ADELAIDE MACIEL,31118788,2019,"R$    15.000,00"
1,JOSE NIGRO PROFESSOR,35012130,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL DOUTOR JAIRO AZI - DIST DE ITAMIRA,29151651,2019,"R$    15.000,00"
1,EC ENGENHO VELHO,53005732,2019,"R$    15.000,00"
1,MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA,35906980,2019,"R$    18.000,00"
1,ESC EST ENS MED MAURICIO SIROTSKY SOBRINHO,43211623,2019,"R$    12.000,00"
1,INSTITUTO SAO RAFAEL,31000485,2018,"R$     9.960,00"
1,EE LEVINDO VALADARES DA FONSECA,31042935,2019,"R$    15.000,00"
1,EEMTI TABELIAO JOSE PINTO QUEZADO,23158514,2019,"R$    12.000,00"
1,CEJA PADRE JOAQUIM ALVES,23170930,2019,"R$    15.000,00"
1,COLEGIO ESTADUAL LEONIDAS GONCALVES DUARTE,17000327,2019,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL EDSON OLIVEIRA - DISTRITO DO MEIO,29437172,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL PROFESSOR ANTILHON RIBEIRO SOARES,22024859,2018,"R$    12.000,00"
1,ESCOLA MUNICIPAL TIRADENTES,29357772,2019,"R$    12.000,00"
1,CETI DES JOSE DE ARIMATHEA TITO,22010505,2019,"R$     9.960,00"
1,PEDRO BARROS,35034861,2019,"R$    12.000,00"
2,EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES,29422345,2019,"R$    18.000,00"
1,JOSE EDUARDO VIEIRA RADUAN DOUTOR,35908502,2019,"R$    12.000,00"
1,E E IND ENS FUN LUIZ KONHKO,43212042,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL INDIGENA SAO FRANCISCO DE ASSIS,26027232,2019,"R$     9.960,00"
1,EC 01 DA VILA ESTRUTURAL,53013980,2019,"R$    18.000,00"
1,EE IVAN MATTAR SOUKEF,31322644,2019,"R$    15.000,00"
1,ESC EST ENS FUN DR ANTONIO PORFIRIO DE MENEZES COSTA,43153674,2019,"R$     9.960,00"
1,EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO MEDIO SUDOESTE DA BAHIA,29283647,2019,"R$    18.000,00"
1,CETI ANTONIO FREITAS,22020942,2018,"R$    18.000,00"
1,MARIA MAGALHAES VIANA AZEVEDO CENTRO EDUCACIONAL,23221780,2018,"R$    18.000,00"
1,EE COMENDADOR MURTA,31146951,2018,"R$    15.000,00"
1,U I M JOSE BELMIRO DE PAIVA,21221502,2018,"R$     9.960,00"
1,ISIDORO BAPTISTA,35033339,2019,"R$    15.000,00"
1,CE JOAO KOPKE,33038040,2019,"R$    15.000,00"
1,EE DOM AQUINO,51049503,2019,"R$    12.000,00"
1,EE - ESCOLA ESTADUAL INDIGENA MANOEL COELHO - POV BAIXA DAS PEDRAS,29373018,2019,"R$     9.960,00"
1,EMEF LACY ZULEICA NUNES,32036370,2018,"R$    15.000,00"
1,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DELFIM MOREIRA,31357456,2019,"R$    12.000,00"
1,0204018 ESCOLA MUNICIPAL ESTACIO DE SA,33064970,2018,"R$    15.000,00"
1,EEM NAZARE GUERRA,23050764,2019,"R$    15.000,00"
1,CE EMBAIXADOR RAUL FERNANDES,33049963,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL ADAO GRACA DE OLIVEIRA,29431476,2019,"R$     9.960,00"
1,CEF 312 DE SAMAMBAIA,53008995,2019,"R$    18.000,00"
1,ESC MUNI PROFESSORA DARCY BARBOSA LITAIFF,13083970,2018,"R$    15.000,00"
1,ESCOLA ESTADUAL RUI BARBOSA,24041351,2019,"R$     9.960,00"
1,ALDEIA PINDO TY,35559076,2019,"R$     9.960,00"
1,ESCOLA RURAL ODIVIO DA SILVA REZENDE,21084190,2018,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL ANTONIO BALBINO,29290228,2019,"R$    15.000,00"
1,EE PREFEITO VIRMONDES AFONSO,31326704,2019,"R$    12.000,00"
1,EE DEPUTADO JOAO DE ALMEIDA,31212831,2018,"R$    12.000,00"
1,ESCOLA CELESTINO NUNES,26040220,2019,"R$     9.960,00"
1,CARLOS DE ALMEIDA C E EF M,41030125,2018,"R$    18.000,00"
1,ESCOLA ESTADUAL INDIGENA SUZAWRE,17027110,2019,"R$     9.960,00"
1,EEEFM FRANCISCO DE SA CAVALCANTE,25015320,2019,"R$    12.000,00"
1,ESPACO EDUCATIVO URBANO II MARIA LUIZA DA SILVA PEREIRA,26455722,2018,"R$    12.000,00"
1,CE BOLIVAR,33071543,2019,"R$     9.960,00"
1,EE PROFESSORA ALNEDA DE MATOS MACHADO,31146331,2019,"R$    12.000,00"
1,COLEGIO ESTADUAL JARDIM TIRADENTES,52031977,2019,"R$    18.000,00"
1,COLEGIO ESTADUAL DE ENSINO MEDIO PALMIRA GABRIEL,15576370,2019,"R$    18.000,00"
1,CENTRO DE ENSINO DE EDUCACAO DE JOVENS E ADULTOS II,21199407,2019,"R$    12.000,00"
1,CE GECY VIEIRA GONCALVES,33156883,2019,"R$    12.000,00"
1,EE - ESCOLA ESTADUAL LEA LEAL,29357624,2019,"R$    12.000,00"
1,TANNEL ABBUD COMENDADOR,35031963,2019,"R$    15.000,00"
1,ALCINA MORAES SALLES PROFA,35045412,2018,"R$    15.000,00"
1,ESC NOVA ESPERANCA II,12017957,2019,"R$     9.960,00"
1,ESCOLA MUNICIPAL TIRADENTES,29295181,2018,"R$    12.000,00"
1,ESCOLA MUNICIPAL ANTONIO LUIZ DE SOUZA,26108062,2019,"R$    15.000,00"
1,EMEF ELIAS MONTALVAO,28019210,2019,"R$    15.000,00"
1,EE SAO JOAO DO VACARIA,31148504,2019,"R$     9.960,00"
1,ESCOLA EMIDIO CAVALCANTI DE ALBUQUERQUE,26130149,2019,"R$    18.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE NERCIO RODRIGUES,26128403,2019,"R$    12.000,00"
1,EEFM DOM ANTONIO DE ALMEIDA LUSTOSA,23065273,2019,"R$    15.000,00"
1,UE CAROLINA MESQUITA DE ARAUJO,21244316,2019,"R$    12.000,00"
1,MANOEL DOS REIS ARAUJO ETEC,35024363,2019,"R$    12.000,00"
1,PLINIO BERARDO PROFESSOR,35024144,2018,"R$    18.000,00"
1,CARLOS DE CAMPOS ETEC,35001594,2019,"R$    18.000,00"
1,BOM PASTOR E M EF,41051513,2018,"R$    12.000,00"
1,ESC EST SAO PEDRO,17006430,2019,"R$     9.960,00"
1,ESC EST ENS FUN SALVADOR CANELLAS SOBRINHO,43069266,2019,"R$    15.000,00"
1,ILSON GOMES PROFESSOR,35901945,2019,"R$    15.000,00"
1,EE WASHINGTON MODESTO GONTIJO DE FARIA,31339105,2019,"R$    15.000,00"
1,ASSENTAMENTO SANTA CLARA,35925810,2019,"R$    12.000,00"
1,EE ANTONIO CLEMENTE,31002291,2019,"R$    12.000,00"
1,EE DOUTOR HUMBERTO SANCHES,31174149,2019,"R$    15.000,00"
1,ZAINE BELEM CEI,23259086,2018,"R$    12.000,00"
1,ESCOLA TECNICA ESTADUAL GOVERNADOR EDUARDO CAMPOS - SAO BENTO DO UNA - GARANHUNS,26185660,2019,"R$    15.000,00"
1,RAPOSO TAVARES ETEC,35438820,2019,"R$    15.000,00"
1,ESC EST ENS MED ANTONINO XAVIER E OLIVEIRA,43098320,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL 1º DE MAIO,13027042,2019,"R$    12.000,00"
1,CE ELVIDIO COSTA,33013160,2019,"R$    12.000,00"
1,E M E I F SAO PEDRO,15072622,2019,"R$    12.000,00"
1,FRANCISCO ANTONIO GONCALVES,35020321,2019,"R$    12.000,00"
1,ROMILDA LAZARA PILLON DOS SANTOS PROFESSORA,35913662,2019,"R$     9.960,00"
1,COLEGIO ESTADUAL ALFREDO MONTES,28020464,2019,"R$    12.000,00"
1,EMEB JAIME VERISSIMO DE CAMPOS JUNIOR- JAIMINHO,51056712,2019,"R$    15.000,00"
1,CARLOS FRANCISCO DE PAULA PROFESSOR,35018880,2019,"R$    12.000,00"
